Time (ms),Memory Allocated (KB),Memory Freed (KB),Peak Memory (KB),Stack Usage (KB)
0,0.0,0,0.0,0.0
2284992,71.0,0,71.0078125,0.0
2400456,72.0,0,72.015625,0.0
2431616,72.0,0,72.015625,0.0
2431616,1.0,0,1.0078125,0.0
2433263,0.0,0,0.0,0.0
