Time (ms),Memory Allocated (KB),Memory Freed (KB),Peak Memory (KB),Stack Usage (KB)
0,0.0,0,0.0,0.0
2296770,71.0,0,71.0078125,0.0
2408897,3977.25,0,3977.265625,0.0
97534087,3978.25,0,3978.2734375,0.0
97536261,3978.25,0,3978.2734375,0.0
97536261,72.0,0,72.015625,0.0
97545536,1.0,0,1.0078125,0.0
97547225,0.0,0,0.0,0.0
